Date,Open,High,Low,Close,DayCount
2014-07-17,17133.449219,17151.560547,16966.189453,16976.810547,2388.0
2014-07-18,16978.160156,17113.509766,16977.519531,17100.179688,2389.0
2014-07-21,17095.109375,17095.109375,16974.339844,17051.730469,2392.0
2014-07-22,17054.970703,17133.429688,17040.130859,17113.539063,2393.0
2014-07-23,17117.009766,17121.050781,17058.050781,17086.630859,2394.0
2014-07-24,17092.019531,17119.830078,17061.070313,17083.800781,2395.0
2014-07-25,17079.500000,17082.330078,16915.650391,16960.570313,2396.0
2014-07-28,16956.910156,17001.380859,16877.720703,16982.589844,2399.0
2014-07-29,16984.330078,17056.460938,16912.109375,16912.109375,2400.0
2014-07-30,16920.109375,16983.939453,16817.160156,16880.359375,2401.0
2014-07-31,16869.630859,16869.630859,16563.300781,16563.300781,2402.0
2014-08-01,16561.699219,16584.750000,16437.070313,16493.369141,2403.0
2014-08-04,16493.720703,16596.220703,16447.199219,16569.279297,2406.0
2014-08-05,16559.970703,16559.970703,16369.549805,16429.470703,2407.0
2014-08-06,16425.099609,16490.699219,16372.320313,16443.339844,2408.0
2014-08-07,16448.289063,16504.349609,16333.780273,16368.269531,2409.0
2014-08-08,16369.679688,16556.589844,16364.219727,16553.929688,2410.0
2014-08-11,16557.269531,16627.990234,16557.269531,16569.980469,2413.0
2014-08-12,16565.550781,16589.310547,16518.060547,16560.539063,2414.0
2014-08-13,16567.539063,16670.289063,16567.539063,16651.800781,2415.0
2014-08-14,16657.320313,16714.220703,16651.669922,16713.580078,2416.0
2014-08-15,16717.009766,16775.269531,16575.419922,16662.910156,2417.0
2014-08-18,16664.449219,16840.279297,16664.449219,16838.740234,2420.0
2014-08-19,16839.060547,16929.130859,16839.060547,16919.589844,2421.0
2014-08-20,16910.029297,16994.890625,16896.550781,16979.130859,2422.0
2014-08-21,16983.880859,17074.589844,16983.880859,17039.490234,2423.0
2014-08-22,17038.269531,17064.279297,16984.519531,17001.220703,2424.0
2014-08-25,17011.810547,17124.740234,17011.810547,17076.869141,2427.0
2014-08-26,17079.570313,17153.800781,17079.570313,17106.699219,2428.0
2014-08-27,17111.029297,17134.599609,17090.609375,17122.009766,2429.0
2014-08-28,17119.060547,17119.060547,17018.330078,17079.570313,2430.0
2014-08-29,17083.419922,17110.419922,17035.380859,17098.449219,2431.0
2014-09-02,17097.419922,17113.509766,17009.070313,17067.560547,2435.0
2014-09-03,17067.240234,17151.890625,17060.210938,17078.279297,2436.0
2014-09-04,17083.609375,17161.550781,17030.119141,17069.580078,2437.0
2014-09-05,17065.890625,17137.359375,17009.619141,17137.359375,2438.0
2014-09-08,17131.710938,17137.880859,17079.169922,17111.419922,2441.0
2014-09-09,17110.390625,17111.550781,16993.289063,17013.869141,2442.0
2014-09-10,17016.050781,17080.269531,16974.570313,17068.710938,2443.0
2014-09-11,17057.410156,17057.410156,16983.880859,17049.000000,2444.0
2014-09-12,17044.050781,17044.050781,16937.669922,16987.509766,2445.0
2014-09-15,16988.759766,17051.849609,16951.380859,17031.140625,2448.0
2014-09-16,17027.160156,17167.050781,16985.550781,17131.970703,2449.0
2014-09-17,17131.009766,17221.109375,17089.009766,17156.849609,2450.0
2014-09-18,17163.730469,17275.369141,17163.730469,17265.990234,2451.0
2014-09-19,17267.210938,17350.640625,17257.460938,17279.740234,2452.0
2014-09-22,17271.710938,17277.880859,17159.359375,17172.679688,2455.0
2014-09-23,17165.910156,17171.880859,17055.869141,17055.869141,2456.0
2014-09-24,17056.640625,17226.599609,17033.929688,17210.060547,2457.0
2014-09-25,17204.859375,17204.859375,16945.800781,16945.800781,2458.0
2014-09-26,16948.619141,17148.150391,16948.109375,17113.150391,2459.0
2014-09-29,17107.689453,17107.689453,16934.429688,17071.220703,2462.0
2014-09-30,17070.449219,17145.099609,17017.109375,17042.900391,2463.0
2014-10-01,17040.460938,17041.160156,16776.130859,16804.710938,2464.0
2014-10-02,16808.269531,16857.250000,16674.039063,16801.050781,2465.0
2014-10-03,16802.199219,17027.839844,16802.199219,17009.689453,2466.0
2014-10-06,17010.339844,17099.390625,16930.380859,16991.910156,2469.0
2014-10-07,16988.250000,16988.250000,16715.789063,16719.390625,2470.0
2014-10-08,16718.650391,17006.910156,16663.259766,16994.220703,2471.0
2014-10-09,16989.369141,16989.369141,16649.039063,16659.250000,2472.0
2014-10-10,16654.880859,16757.599609,16543.910156,16544.099609,2473.0
2014-10-13,16535.429688,16602.410156,16310.469727,16321.070313,2476.0
2014-10-14,16321.900391,16463.669922,16273.639648,16315.190430,2477.0
2014-10-15,16313.299805,16313.299805,15855.120117,16141.740234,2478.0
2014-10-16,16137.139648,16211.120117,15935.219727,16117.240234,2479.0
2014-10-17,16118.389648,16427.380859,16118.389648,16380.410156,2480.0
2014-10-20,16373.150391,16401.630859,16260.540039,16399.669922,2483.0
2014-10-21,16406.029297,16620.779297,16405.769531,16614.810547,2484.0
2014-10-22,16615.259766,16653.890625,16459.849609,16461.320313,2485.0
2014-10-23,16468.070313,16767.519531,16468.070313,16677.900391,2486.0
2014-10-24,16677.039063,16811.710938,16649.720703,16805.410156,2487.0
2014-10-27,16796.099609,16836.980469,16729.830078,16817.939453,2490.0
2014-10-28,16825.189453,17006.449219,16825.189453,17005.750000,2491.0
2014-10-29,17005.070313,17065.500000,16895.380859,16974.310547,2492.0
2014-10-30,16968.140625,17223.960938,16920.759766,17195.419922,2493.0
2014-10-31,17208.779297,17395.539063,17208.779297,17390.519531,2494.0
2014-11-03,17390.900391,17410.650391,17339.849609,17366.240234,2497.0
2014-11-04,17368.810547,17397.230469,17278.359375,17383.839844,2498.0
2014-11-05,17385.759766,17486.589844,17385.759766,17484.529297,2499.0
2014-11-06,17491.660156,17560.310547,17440.349609,17554.470703,2500.0
2014-11-07,17558.580078,17575.330078,17493.369141,17573.929688,2501.0
2014-11-10,17568.980469,17621.869141,17547.509766,17613.740234,2504.0
2014-11-11,17615.640625,17638.210938,17584.939453,17614.900391,2505.0
2014-11-12,17604.750000,17626.710938,17536.169922,17612.199219,2506.0
2014-11-13,17618.689453,17705.480469,17583.880859,17652.789063,2507.0
2014-11-14,17653.109375,17664.150391,17613.199219,17634.740234,2508.0
2014-11-17,17631.849609,17675.070313,17606.810547,17647.750000,2511.0
2014-11-18,17643.089844,17735.710938,17642.029297,17687.820313,2512.0
2014-11-19,17685.509766,17712.259766,17624.500000,17685.730469,2513.0
2014-11-20,17677.320313,17720.439453,17603.890625,17719.000000,2514.0
2014-11-21,17721.019531,17894.830078,17721.019531,17810.060547,2515.0
2014-11-24,17812.630859,17855.269531,17793.189453,17817.900391,2518.0
2014-11-25,17819.050781,17854.730469,17790.890625,17814.939453,2519.0
2014-11-26,17812.250000,17833.759766,17791.160156,17827.750000,2520.0
2014-11-28,17830.550781,17893.419922,17807.779297,17828.240234,2522.0
2014-12-01,17827.269531,17827.269531,17726.550781,17776.800781,2525.0
2014-12-02,17778.849609,17897.050781,17778.849609,17879.550781,2526.0
2014-12-03,17880.900391,17924.150391,17855.589844,17912.619141,2527.0
2014-12-04,17910.019531,17937.960938,17814.810547,17900.099609,2528.0
2014-12-05,17903.050781,17991.189453,17903.050781,17958.789063,2529.0
2014-12-08,17954.939453,17960.560547,17804.279297,17852.480469,2532.0
2014-12-09,17847.369141,17847.369141,17629.570313,17801.199219,2533.0
2014-12-10,17797.990234,17797.990234,17508.099609,17533.150391,2534.0
2014-12-11,17534.300781,17758.509766,17534.300781,17596.339844,2535.0
2014-12-12,17590.050781,17590.050781,17280.830078,17280.830078,2536.0
2014-12-15,17285.740234,17403.539063,17115.279297,17180.839844,2539.0
2014-12-16,17173.070313,17427.439453,17067.589844,17068.869141,2540.0
2014-12-17,17069.160156,17389.300781,17069.160156,17356.869141,2541.0
2014-12-18,17367.849609,17778.400391,17367.849609,17778.150391,2542.0
2014-12-19,17778.019531,17874.029297,17746.550781,17804.800781,2543.0
2014-12-22,17812.250000,17962.779297,17812.250000,17959.439453,2546.0
2014-12-23,17971.509766,18069.220703,17970.160156,18024.169922,2547.0
2014-12-24,18035.730469,18086.240234,18027.779297,18030.210938,2548.0
2014-12-26,18038.300781,18103.449219,18038.300781,18053.710938,2550.0
2014-12-29,18046.580078,18073.039063,18021.570313,18038.230469,2553.0
2014-12-30,18035.019531,18035.019531,17959.699219,17983.070313,2554.0
2014-12-31,17987.660156,18043.220703,17820.880859,17823.070313,2555.0
