,Edition,Athlete,NOC,Medal
0,1896,"HAJOS, Alfred",HUN,Gold
1,1896,"HERSCHMANN, Otto",AUT,Silver
2,1896,"DRIVAS, Dimitrios",GRE,Bronze
3,1896,"MALOKINIS, Ioannis",GRE,Gold
4,1896,"CHASAPIS, Spiridon",GRE,Silver
5,1896,"CHOROPHAS, Efstathios",GRE,Bronze
6,1896,"HAJOS, Alfred",HUN,Gold
7,1896,"ANDREOU, Joannis",GRE,Silver
8,1896,"CHOROPHAS, Efstathios",GRE,Bronze
9,1896,"NEUMANN, Paul",AUT,Gold
10,1896,"PEPANOS, Antonios",GRE,Silver
11,1896,"LANE, Francis",USA,Bronze
12,1896,"SZOKOLYI, Alajos",HUN,Bronze
13,1896,"BURKE, Thomas",USA,Gold
14,1896,"HOFMANN, Fritz",GER,Silver
15,1896,"CURTIS, Thomas",USA,Gold
16,1896,"GOULDING, Grantley",GBR,Silver
17,1896,"LERMUSIAUX, Albin",FRA,Bronze
18,1896,"FLACK, Edwin",AUS,Gold
19,1896,"BLAKE, Arthur",USA,Silver
20,1896,"GMELIN, Charles",GBR,Bronze
21,1896,"BURKE, Thomas",USA,Gold
22,1896,"JAMISON, Herbert",USA,Silver
23,1896,"GOLEMIS, Dimitrios",GRE,Bronze
24,1896,"FLACK, Edwin",AUS,Gold
25,1896,"DANI, Nandor",HUN,Silver
26,1896,"VERSIS, Sotirios",GRE,Bronze
27,1896,"GARRETT, Robert",USA,Gold
28,1896,"PARASKEVOPOULOS, Panagiotis",GRE,Silver
29,1896,"CLARK, Ellery",USA,Gold
30,1896,"CONNOLLY, James",USA,Silver
31,1896,"GARRETT, Robert",USA,Silver
32,1896,"CONNOLLY, James",USA,Bronze
33,1896,"CLARK, Ellery",USA,Gold
34,1896,"GARRETT, Robert",USA,Silver
35,1896,"KELLNER, Gyula",HUN,Bronze
36,1896,"LOUIS, Spyridon",GRE,Gold
37,1896,"VASILAKOS, Kharilaos",GRE,Silver
38,1896,"DAMASKOS, Evangelos",GRE,Bronze
39,1896,"THEODOROPOULOS, Ioannis",GRE,Bronze
40,1896,"HOYT, William Welles",USA,Gold
41,1896,"TYLER, Albert",USA,Silver
42,1896,"PAPASIDERIS, Georgios",GRE,Bronze
43,1896,"GARRETT, Robert",USA,Gold
44,1896,"GOUSKOS, Miltiadis",GRE,Silver
45,1896,"PERSAKIS, Ioannis",GRE,Bronze
46,1896,"CONNOLLY, James",USA,Gold
47,1896,"TUFFERI, Alexandre",FRA,Silver
48,1896,"BATTEL, Edward",GBR,Bronze
49,1896,"KONSTANTINIDIS, Aristidis",GRE,Gold
50,1896,"GOEDRICH, August",GER,Silver
51,1896,"FLAMENG, Léon",FRA,Gold
52,1896,"KOLETTIS, Georgios",GRE,Silver
53,1896,"SCHMAL, Adolf",AUT,Bronze
54,1896,"MASSON, Paul",FRA,Gold
55,1896,"FLAMENG, Léon",FRA,Silver
56,1896,"SCHMAL, Adolf",AUT,Gold
57,1896,"KEEPING, Frank",GBR,Silver
58,1896,"SCHMAL, Adolf",AUT,Bronze
59,1896,"MASSON, Paul",FRA,Gold
60,1896,"NIKOLOPOULOS, Stamatios",GRE,Silver
61,1896,"FLAMENG, Léon",FRA,Bronze
62,1896,"MASSON, Paul",FRA,Gold
63,1896,"NIKOLOPOULOS, Stamatios",GRE,Silver
64,1896,"PIERRAKOS-MAVROMICHALIS, Perikles",GRE,Bronze
65,1896,"GRAVELOTTE, Eugène-Henri",FRA,Gold
66,1896,"CALLOT, Henri",FRA,Silver
67,1896,"PYRGOS, Leonidas",GRE,Gold
68,1896,"PERRONNET, Maurice",FRA,Silver
69,1896,"NIELSEN, Holger",DEN,Bronze
70,1896,"GEORGIADIS, Ioannis",GRE,Gold
71,1896,"KARAKALOS, Telemachos",GRE,Silver
72,1896,"WEINGÄRTNER, Hermann",GER,Gold
73,1896,"FLATOW, Alfred",GER,Silver
74,1896,"FLATOW, Alfred",GER,Gold
75,1896,"ZUTTER, Louis",SUI,Silver
76,1896,"ZUTTER, Louis",SUI,Gold
77,1896,"WEINGÄRTNER, Hermann",GER,Silver
78,1896,"PERSAKIS, Petros",GRE,Bronze
79,1896,"MITROPOULOS, Ioannis",GRE,Gold
80,1896,"WEINGÄRTNER, Hermann",GER,Silver
81,1896,"HOFMANN, Fritz",GER,Bronze
82,1896,"ANDRIAKOPOULOS, Nicolaos",GRE,Gold
83,1896,"XENAKIS, Thomasios",GRE,Silver
84,1896,"BÖCKER, Konrad",GER,Gold
85,1896,"FLATOW, Alfred",GER,Gold
86,1896,"FLATOW, Gustav Felix",GER,Gold
87,1896,"HILMAR, Georg",GER,Gold
88,1896,"HOFMANN, Fritz",GER,Gold
89,1896,"MANTEUFFEL, Fritz",GER,Gold
90,1896,"NEUKIRCH, Karl",GER,Gold
91,1896,"RÖSTEL, Richard",GER,Gold
92,1896,"SCHUFT, Gustav",GER,Gold
93,1896,"SCHUMANN, Carl",GER,Gold
94,1896,"WEINGÄRTNER, Hermann",GER,Gold
95,1896,"CHRYSAPHIS, Ioannis",GRE,Bronze
96,1896,"KARVELAS, Phillippos",GRE,Bronze
97,1896,"LOUNDRAS, Dimitrios",GRE,Bronze
98,1896,"MITROPOULOS, Ioannis",GRE,Bronze
99,1896,"BÖCKER, Konrad",GER,Gold
100,1896,"FLATOW, Alfred",GER,Gold
101,1896,"FLATOW, Gustav Felix",GER,Gold
102,1896,"HILMAR, Georg",GER,Gold
103,1896,"HOFMANN, Fritz",GER,Gold
104,1896,"MANTEUFFEL, Fritz",GER,Gold
105,1896,"NEUKIRCH, Karl",GER,Gold
106,1896,"RÖSTEL, Richard",GER,Gold
107,1896,"SCHUFT, Gustav",GER,Gold
108,1896,"SCHUMANN, Carl",GER,Gold
109,1896,"WEINGÄRTNER, Hermann",GER,Gold
110,1896,"ANDRIAKOPOULOS, Nicolaos",GRE,Silver
111,1896,"ATHANASOPOULOS, Spyros",GRE,Silver
112,1896,"PERSAKIS, Petros",GRE,Silver
113,1896,"XENAKIS, Thomasios",GRE,Silver
114,1896,"WEINGÄRTNER, Hermann",GER,Bronze
115,1896,"SCHUMANN, Carl",GER,Gold
116,1896,"ZUTTER, Louis",SUI,Silver
117,1896,"MORAKIS, Nikolaos",GRE,Bronze
118,1896,"PAINE, John",USA,Gold
119,1896,"PAINE, Sumner",USA,Silver
120,1896,"NIELSEN, Holger",DEN,Bronze
121,1896,"PHRANGOUDIS, Joannis",GRE,Gold
122,1896,"ORPHANIDIS, Georgios",GRE,Silver
123,1896,"PHRANGOUDIS, Joannis",GRE,Bronze
124,1896,"PAINE, Sumner",USA,Gold
125,1896,"NIELSEN, Holger",DEN,Silver
126,1896,"TRIKUPIS, Nicolaos",GRE,Bronze
127,1896,"KARASEVDAS, Pantelis",GRE,Gold
128,1896,"PAVLIDIS, Pavlos",GRE,Silver
129,1896,"JENSEN, Viggo",DEN,Bronze
130,1896,"ORPHANIDIS, Georgios",GRE,Gold
131,1896,"PHRANGOUDIS, Joannis",GRE,Silver
132,1896,"FLACK, Edwin",ZZX,Bronze
133,1896,"ROBERTSON, George Stuart",ZZX,Bronze
134,1896,"BOLAND, John",ZZX,Gold
135,1896,"TRAUN, Friedrich",ZZX,Gold
136,1896,"KASDAGLIS, Dionysios",ZZX,Silver
137,1896,"PETROKOKKINOS, Demetrios",ZZX,Silver
138,1896,"PASPATIS, Konstantinos",GRE,Bronze
139,1896,"TAPAVICZA, Momcsillo",HUN,Bronze
140,1896,"BOLAND, John",GBR,Gold
141,1896,"KASDAGLIS, Dionysios",GRE,Silver
142,1896,"NIKOLOPOULOS, Alexandros",GRE,Bronze
143,1896,"ELLIOTT, Launceston",GBR,Gold
144,1896,"JENSEN, Viggo",DEN,Silver
145,1896,"VERSIS, Sotirios",GRE,Bronze
146,1896,"JENSEN, Viggo",DEN,Gold
147,1896,"ELLIOTT, Launceston",GBR,Silver
148,1896,"CHRISTOPOULOS, Stephanos",GRE,Bronze
149,1896,"SCHUMANN, Carl",GER,Gold
150,1896,"TSITAS, Georgios",GRE,Silver
