,Edition,Athlete,NOC,Medal
12839,1972,"NEILSON, Alexandra Lynn",USA,Gold
12840,1972,"BEIER, Roswitha",GDR,Silver
12841,1972,"ENDER, Kornelia",GDR,Silver
12842,1972,"HERBST, Christine",GDR,Silver
12843,1972,"VOGEL, Renate",GDR,Silver
12844,1972,"BURE, Vladimir",URS,Bronze
12845,1972,"GRIVENNIKOV, Igor",URS,Bronze
12846,1972,"KULIKOV, Georgi",URS,Bronze
12847,1972,"MAZANOV, Viktor",URS,Bronze
12848,1972,"GENTER, Robert Steven",USA,Gold
12849,1972,"KINSELLA, John Pitann",USA,Gold
12850,1972,"SPITZ, Mark",USA,Gold
12851,1972,"TYLER, Frederick Daniel",USA,Gold
12852,1972,"FASSNACHT, Hans",FRG,Silver
12853,1972,"LAMPE, Werner",FRG,Silver
12854,1972,"STEINBACH, Klaus",FRG,Silver
12855,1972,"VOSSELER, Hans-Günther",FRG,Silver
12856,1972,"CALLIGARIS, Novella",ITA,Bronze
12857,1972,"ROTHHAMMER, Keena Ruth",USA,Gold
12858,1972,"GOULD, Shane",AUS,Silver
12859,1972,"ASCH, Peter Gregory",USA,Bronze
12860,1972,"BARNETT, Steven William",USA,Bronze
12861,1972,"BRADLEY, Myron Bruce",USA,Bronze
12862,1972,"COLE, Stanley Clark",USA,Bronze
12863,1972,"FERGUSON, James Michael",USA,Bronze
12864,1972,"LINDROTH, Eric Emil",USA,Bronze
12865,1972,"PARKER, John Michael",USA,Bronze
12866,1972,"SHEERER, Gary Peter",USA,Bronze
12867,1972,"SLATTON, James Walter",USA,Bronze
12868,1972,"WEBB, Russell Irving",USA,Bronze
12869,1972,"WEITZENBERG, Charles Barry",USA,Bronze
12870,1972,"AKIMOV, Anatoli",URS,Gold
12871,1972,"BARKALOV, Aleksei",URS,Gold
12872,1972,"DOLGUSHIN, Aleksandr",URS,Gold
12873,1972,"DREVAL, Aleksandr",URS,Gold
12874,1972,"GULYAEV, Vadim",URS,Gold
12875,1972,"KABANOV, Aleksandr",URS,Gold
12876,1972,"MELNIKOV, Nikolai",URS,Gold
12877,1972,"OSIPOV, Leonid",URS,Gold
12878,1972,"SHIDLOVSKY, Aleksandr",URS,Gold
12879,1972,"SHMUDSKY, Vladimir",URS,Gold
12880,1972,"SOBCHENKO, Viacheslav",URS,Gold
12881,1972,"BODNAR, Andras",HUN,Silver
12882,1972,"CSERVENYAK, Tibor",HUN,Silver
12883,1972,"FARAGO, Tamas",HUN,Silver
12884,1972,"GÖRGENYI, Istvan",HUN,Silver
12885,1972,"KASAS, Zoltan",HUN,Silver
12886,1972,"KONRAD, Ferenc",HUN,Silver
12887,1972,"MAGAS, Istvan",HUN,Silver
12888,1972,"MOLNAR, Endre",HUN,Silver
12889,1972,"POCSIK, Denes",HUN,Silver
12890,1972,"SAROSI, Laszlo",HUN,Silver
12891,1972,"SZIVOS, Istvan",HUN,Silver
12892,1972,"LAASONEN, Kyösti Kalevi",FIN,Bronze
12893,1972,"WILLIAMS, John Chester",USA,Gold
12894,1972,"JERVILL, Gunnar",SWE,Silver
12895,1972,"GAPCHENKO, Emma",URS,Bronze
12896,1972,"WILBER, Doreen Viola Hansen",USA,Gold
12897,1972,"SZYDLOWSKA, Irena",POL,Silver
12898,1972,"YIFTER, Miruts",ETH,Bronze
12899,1972,"VIREN, Lasse",FIN,Gold
12900,1972,"PUTTEMANS, Emiel",BEL,Silver
12901,1972,"MILLER, Lennox",JAM,Bronze
12902,1972,"BORZOV, Valery",URS,Gold
12903,1972,"TAYLOR, Robert",USA,Silver
12904,1972,"CHIVAS BARO, Silvia",CUB,Bronze
12905,1972,"STECHER, Renate",GDR,Gold
12906,1972,"BOYLE, Raelene Ann",AUS,Silver
12907,1972,"RICHERT-BALZER, Karin",GDR,Bronze
12908,1972,"EHRHARDT, Annelie",GDR,Gold
12909,1972,"BUFANU-STEFANESCU, Valeria",ROU,Silver
12910,1972,"HILL, Thomas",USA,Bronze
12911,1972,"MILBURN, Rodney Jr.",USA,Gold
12912,1972,"DRUT, Guy",FRA,Silver
12913,1972,"DIXON, Rodney",NZL,Bronze
12914,1972,"VASALA, Pekka",FIN,Gold
12915,1972,"KEINO, Kipchoge",KEN,Silver
12916,1972,"PIGNI-CACCHI, Paola",ITA,Bronze
12917,1972,"BRAGINA, Lyudmila",URS,Gold
12918,1972,"HOFFMEISTER, Gunhild",GDR,Silver
12919,1972,"MENNEA, Pietro",ITA,Bronze
12920,1972,"BORZOV, Valery",URS,Gold
12921,1972,"BLACK, Lawrence J.",USA,Silver
12922,1972,"SZEWINSKA, Irena",POL,Bronze
12923,1972,"STECHER, Renate",GDR,Gold
12924,1972,"BOYLE, Raelene Ann",AUS,Silver
12925,1972,"REIMANN, Hans",GDR,Bronze
12926,1972,"FRENKEL, Peter",GDR,Gold
12927,1972,"GOLUBNICHY, Vladimir",URS,Silver
12928,1972,"KANTANEN, Tapio",FIN,Bronze
12929,1972,"KEINO, Kipchoge",KEN,Gold
12930,1972,"JIPCHO, Benjamin Wabura",KEN,Silver
12931,1972,"SANG, Julius",KEN,Bronze
12932,1972,"MATTHEWS, Vincent Edward",USA,Gold
12933,1972,"COLLETT, Wayne Curtis",USA,Silver
12934,1972,"HAMMOND, Kathleen",USA,Bronze
12935,1972,"ZEHRT, Monika",GDR,Gold
12936,1972,"WILDEN-JAHN, Rita",FRG,Silver
12937,1972,"HEMERY, David Peter",GBR,Bronze
12938,1972,"AKII-BUA, John",UGA,Gold
12939,1972,"MANN, Ralph Vernon",USA,Silver
12940,1972,"EHL, Klaus",FRG,Bronze
12941,1972,"HIRSCHT, Jobst",FRG,Bronze
12942,1972,"KLOTZ, Karlheinz",FRG,Bronze
12943,1972,"WUCHERER, Gerhard",FRG,Bronze
12944,1972,"BLACK, Lawrence J.",USA,Gold
12945,1972,"HART, Edward James",USA,Gold
12946,1972,"TAYLOR, Robert",USA,Gold
12947,1972,"TINKER, Gerald A.",USA,Gold
12948,1972,"BORZOV, Valery",URS,Silver
12949,1972,"KORNELYUK, Aleksandr",URS,Silver
12950,1972,"LOVETSKY, Vladimir",URS,Silver
12951,1972,"SILOVS, Yuris",URS,Silver
12952,1972,"CHIVAS BARO, Silvia",CUB,Bronze
12953,1972,"ELEJALDE DIAZ, Marlene",CUB,Bronze
12954,1972,"ROMAY MARTINEZ, Fulgencia",CUB,Bronze
12955,1972,"VALDES CAPOTE, Carmen",CUB,Bronze
12956,1972,"BECKER-MICKLER, Ingrid",FRG,Gold
12957,1972,"KRAUSE, Christiane",FRG,Gold
12958,1972,"RICHTER-IRRGANG, Annegret",FRG,Gold
12959,1972,"ROSENDAHL, Heidemarie",FRG,Gold
12960,1972,"HEINICH, Christina",GDR,Silver
12961,1972,"KAUFER, Evelyn",GDR,Silver
12962,1972,"STECHER, Renate",GDR,Silver
12963,1972,"STRUPPERT, Bärbel",GDR,Silver
12964,1972,"BERTOULD, Gilles",FRA,Bronze
12965,1972,"CARETTE, Jacques",FRA,Bronze
12966,1972,"KERBIROU, Francis",FRA,Bronze
12967,1972,"VELASQUES, Daniel Roger",FRA,Bronze
12968,1972,"ASATI, Charles",KEN,Gold
12969,1972,"NYAMAU, Hezekiah Munyoro",KEN,Gold
12970,1972,"OUKO, Robert",KEN,Gold
12971,1972,"SANG, Julius",KEN,Gold
12972,1972,"HEMERY, David Peter",GBR,Silver
12973,1972,"JENKINS, David Andrew",GBR,Silver
12974,1972,"PASCOE, Alan Peter",GBR,Silver
12975,1972,"REYNOLDS, Martin Edward",GBR,Silver
12976,1972,"BÖDDING-ECKHOFF, Inge",FRG,Bronze
12977,1972,"FALCK-JANZE, Hildegard",FRG,Bronze
12978,1972,"RÜCKES, Anette",FRG,Bronze
12979,1972,"WILDEN-JAHN, Rita",FRG,Bronze
12980,1972,"KÄSLING, Dagmar",GDR,Gold
12981,1972,"KÜHNE, Rita",GDR,Gold
12982,1972,"SEIDLER, Helga",GDR,Gold
12983,1972,"ZEHRT, Monika",GDR,Gold
12984,1972,"FERGERSON, Mabel",USA,Silver
12985,1972,"HAMMOND, Kathleen",USA,Silver
12986,1972,"MANNING-JACKSON, Madeline",USA,Silver
12987,1972,"TOUSSAINT, Cheryl Renee",USA,Silver
12988,1972,"STEWART, Ian",GBR,Bronze
12989,1972,"VIREN, Lasse",FIN,Gold
12990,1972,"GAMMOUDI, Mohamed",TUN,Silver
12991,1972,"YOUNG, Lawrence Dean",USA,Bronze
12992,1972,"KANNENBERG, Bernd",FRG,Gold
12993,1972,"SOLDATENKO, Veniamin",URS,Silver
12994,1972,"BOIT, Michael",KEN,Bronze
12995,1972,"WOTTLE, David James",USA,Gold
12996,1972,"ARZHANOV, Yevgeni",URS,Silver
12997,1972,"HOFFMEISTER, Gunhild",GDR,Bronze
12998,1972,"FALCK-JANZE, Hildegard",FRG,Gold
12999,1972,"SABAITE, Niole",URS,Silver
13000,1972,"KATUS, Ryszard",POL,Bronze
13001,1972,"AVILOV, Nikolai",URS,Gold
13002,1972,"LITVINENKO, Leonid",URS,Silver
13003,1972,"BRUCH, Rickard",SWE,Bronze
13004,1972,"DANEK, Ludvik",TCH,Gold
13005,1972,"SILVESTER, L.Jay",USA,Silver
13006,1972,"STOEVA, Vassilka",BUL,Bronze
13007,1972,"MELNIK, Faina",URS,Gold
13008,1972,"MENIS, Argentina",ROU,Silver
13009,1972,"KHMELEVSKY, Vasili",URS,Bronze
13010,1972,"BONDARCHUK, Anatoli",URS,Gold
13011,1972,"SACHSE, Jochen",GDR,Silver
13012,1972,"STONES, Dwight Edwin",USA,Bronze
13013,1972,"TARMAK, Yuri",URS,Gold
13014,1972,"JUNGE, Stefan",GDR,Silver
13015,1972,"GUSENBAUER-MAJDAN, Ilona",AUT,Bronze
13016,1972,"MEYFARTH, Ulrike",FRG,Gold
13017,1972,"BLAGOEVA-DIMITROVA, Yordanka",BUL,Silver
13018,1972,"SCHMIDT, William David",USA,Bronze
13019,1972,"WOLFERMANN, Klaus",FRG,Gold
13020,1972,"LUSIS, Yanis",URS,Silver
13021,1972,"SCHMIDT, Kathryn Joan",USA,Bronze
13022,1972,"FUCHS, Ruth",GDR,Gold
13023,1972,"TODTEN-HEIN, Jaqueline",GDR,Silver
13024,1972,"ROBINSON, Arnie",USA,Bronze
13025,1972,"WILLIAMS, Randel Luvelle",USA,Gold
13026,1972,"BAUMGARTNER, Hans",FRG,Silver
13027,1972,"SURANOVA, Eva",TCH,Bronze
13028,1972,"ROSENDAHL, Heidemarie",FRG,Gold
13029,1972,"CHRISTOVA-YORGOVA, Diana",BUL,Silver
13030,1972,"WOLDE, Mamo",ETH,Bronze
13031,1972,"SHORTER, Frank Charles",USA,Gold
13032,1972,"LISMONT, Karel",BEL,Silver
13033,1972,"POLLAK, Burglinde",GDR,Bronze
13034,1972,"PETERS, Mary",GBR,Gold
13035,1972,"ROSENDAHL, Heidemarie",FRG,Silver
13036,1972,"JOHNSON, Jan Eric",USA,Bronze
13037,1972,"NORDWIG, Wolfgang",GDR,Gold
13038,1972,"SEAGREN, Robert Lloyd",USA,Silver
13039,1972,"BRIESENICK, Hartmut",GDR,Bronze
13040,1972,"KOMAR, Wladyslaw",POL,Gold
13041,1972,"WOODS, George Roger",USA,Silver
13042,1972,"CHRISTOVA-TODOROVA, Ivanka Mikailova",BUL,Bronze
13043,1972,"CHIZHOVA, Nadezhda",URS,Gold
13044,1972,"HELMBOLD-GUMMEL, Margitta",GDR,Silver
13045,1972,"PRUDENCIO, Nelson",BRA,Bronze
13046,1972,"SANEEV, Viktor",URS,Gold
13047,1972,"DREHMEL, Jörg",GDR,Silver
13048,1972,"ALVAREZ POZO, Miguel",CUB,Bronze
13049,1972,"CALDERON GOMEZ, Miguel",CUB,Bronze
13050,1972,"CANIZARES POEY, Rafael",CUB,Bronze
13051,1972,"CHAPPE GARCIA, Pedro",CUB,Bronze
13052,1972,"DOMECQ FORTUONDO, Juan Carlos",CUB,Bronze
13053,1972,"HERRERA MARTINEZ, Tomas",CUB,Bronze
13054,1972,"HERRERA TABIO, Ruperto",CUB,Bronze
13055,1972,"PEREZ ARMENTEROS, Conrado",CUB,Bronze
13056,1972,"ROCA BRUNET, Juan",CUB,Bronze
13057,1972,"STANDARD JOHNSON, Franklin",CUB,Bronze
13058,1972,"URGELLES GUIBOT, Alejandro",CUB,Bronze
13059,1972,"VARONA VARONA, Oscar",CUB,Bronze
13060,1972,"BELOV, Aleksandr",URS,Gold
13061,1972,"BELOV, Sergei",URS,Gold
13062,1972,"BOLOSHEV, Aleksandr",URS,Gold
13063,1972,"DVORNY, Ivan",URS,Gold
13064,1972,"EDESHKO, Ivan",URS,Gold
13065,1972,"KORKIYA, Mikhail",URS,Gold
13066,1972,"KOVALENKO, Sergei",URS,Gold
13067,1972,"PAULAUSKAS, Modestas",URS,Gold
13068,1972,"POLIVODA, Anatoli",URS,Gold
13069,1972,"SAKANDELIDZE, Zurab",URS,Gold
13070,1972,"VOLNOV, Gennadi",URS,Gold
13071,1972,"ZHARMUKHAMEDOV, Alzhan",URS,Gold
13072,1972,"BANTOM, Michael Allen",USA,Silver
13073,1972,"BREWER, James Turner",USA,Silver
13074,1972,"BURLESON, Thomas Loren",USA,Silver
13075,1972,"COLLINS, Paul Douglas",USA,Silver
13076,1972,"DAVIS, Kenneth Bryan",USA,Silver
13077,1972,"FORBES, James Ricardo",USA,Silver
13078,1972,"HENDERSON, Thomas Edward",USA,Silver
13079,1972,"JONES, Dwight Elmo",USA,Silver
13080,1972,"JONES, Robert Clyde",USA,Silver
13081,1972,"JOYCE, Kevin Francis",USA,Silver
13082,1972,"MCMILLEN, Charles Thomas",USA,Silver
13083,1972,"RATLEFF, William Edward",USA,Silver
13084,1972,"EVANS, Ralph",GBR,Bronze
13085,1972,"RODRIGUEZ CAL, Enrique",ESP,Bronze
13086,1972,"GEDO, György",HUN,Gold
13087,1972,"KIM, U Gil",PRK,Silver
13088,1972,"HUSSING, Peter",FRG,Bronze
13089,1972,"THOMSEN, Hasse",SWE,Bronze
13090,1972,"STEVENSON, Teofilo",CUB,Gold
13091,1972,"ALEXE, Ion",ROU,Silver
13092,1972,"BLAZYNSKI, Leszek",POL,Bronze
13093,1972,"RODRIGUEZ GUARDIOLA, Douglas",CUB,Bronze
13094,1972,"KOSTADINOV, Georghi",BUL,Gold
13095,1972,"RWABDOGO, Leo",UGA,Silver
13096,1972,"CARRERAS, Ricardo Luis",USA,Bronze
13097,1972,"TURPIN, George",GBR,Bronze
13098,1972,"MARTINEZ ROMERO, Orlando",CUB,Gold
13099,1972,"ZAMORA, Alfonso",MEX,Silver
13100,1972,"BOTOS, Andras",HUN,Bronze
13101,1972,"ROJAS, Clemente",COL,Bronze
13102,1972,"KUZNETSOV, Boris",URS,Gold
13103,1972,"WARUINGE, Philip",KEN,Silver
13104,1972,"MBUGUA, Samuel",KEN,Bronze
13105,1972,"PEREZ, Alfonso",COL,Bronze
13106,1972,"SZCZEPANSKI, Jan",POL,Gold
13107,1972,"ORBAN, Laszlo",HUN,Silver
13108,1972,"DABORG, Issaka",NIG,Bronze
13109,1972,"VUJIN, Zvonimir",YUG,Bronze
13110,1972,"SEALES, Ray P.",USA,Gold
13111,1972,"ANGELOV, Angel",BUL,Silver
13112,1972,"MURUNGA, Richard (Tiger)",KEN,Bronze
13113,1972,"VALDEZ, John (Jesse)",USA,Bronze
13114,1972,"CORREA VAILLANT, Emilio",CUB,Gold
13115,1972,"KAJDI, Janos",HUN,Silver
13116,1972,"MINTER, Alan",GBR,Bronze
13117,1972,"TIEPOLD, Peter",GDR,Bronze
13118,1972,"KOTTYSCH, Dieter",FRG,Gold
13119,1972,"RUDKOWSKI, Wieslaw",POL,Silver
13120,1972,"AMARTEY, Prince",GHA,Bronze
13121,1972,"JOHNSON, Marvin L.",USA,Bronze
13122,1972,"LEMECHEW, Viacheslav",URS,Gold
13123,1972,"VIRTANEN, Reima Valdemar",FIN,Silver
13124,1972,"GORTAT, Janusz",POL,Bronze
13125,1972,"IKHOURIA, Isaac",NGR,Bronze
13126,1972,"PARLOV, Mate",YUG,Gold
13127,1972,"CARRILLO QUESADA, Gilberto",CUB,Silver
13128,1972,"LEWE, Detlef",FRG,Bronze
13129,1972,"PATZAICHIN, Ivan",ROU,Gold
13130,1972,"WICHMANN, Tamas",HUN,Silver
13131,1972,"BURTCHIN, Ivan",BUL,Bronze
13132,1972,"DAMIANOV, Fedia",BUL,Bronze
13133,1972,"CHESSYUNAS, Vladislavas",URS,Gold
13134,1972,"LOBANOV, Yuri",URS,Gold
13135,1972,"COVALIOV, Serghei",ROU,Silver
13136,1972,"PATZAICHIN, Ivan",ROU,Silver
13137,1972,"CSAPO, Geza",HUN,Bronze
13138,1972,"SHAPARENKO, Aleksandr",URS,Gold
13139,1972,"PETERSON, Rolf",SWE,Silver
13140,1972,"PFEFFER, Anna",HUN,Bronze
13141,1972,"RYABCHINSKAYA, Yulia",URS,Gold
13142,1972,"JAAPIES, Marie (Mieke)",NED,Silver
13143,1972,"PISZCZ, Rafal Maciej",POL,Bronze
13144,1972,"SZUSZKIEWICZ, Wladyslaw",POL,Bronze
13145,1972,"GORBACHEV, Nikolai",URS,Gold
13146,1972,"KRATASYUK, Viktor",URS,Gold
13147,1972,"DEME, Jozsef",HUN,Silver
13148,1972,"RATKAI, Janos",HUN,Silver
13149,1972,"DUMITRU, Viorica",ROU,Bronze
13150,1972,"NICHIFOROV-MIHOREANU, Maria",ROU,Bronze
13151,1972,"KHVEDOSYUK-PINAEVA, Lyudmila",URS,Gold
13152,1972,"KURYSHKO, Ekaterina",URS,Gold
13153,1972,"GRABOWSKY, Petra",GDR,Silver
13154,1972,"KASCHUBE, Ilse",GDR,Silver
13155,1972,"AMUNDSEN, Steinar",NOR,Bronze
13156,1972,"BERGER, Tore",NOR,Bronze
13157,1972,"JOHANSEN, Jan",NOR,Bronze
13158,1972,"SÖBY, Egil Wike",NOR,Bronze
13159,1972,"DIDENKO, Valeri",URS,Gold
13160,1972,"FILATOV, Yuri",URS,Gold
13161,1972,"MOROZOV, Vladimir",URS,Gold
13162,1972,"STETSENKO, Yuri",URS,Gold
13163,1972,"SCIOTNIC, Atanase",ROU,Silver
13164,1972,"VARTOLOMEU, Roman",ROU,Silver
13165,1972,"VERNESCU, Aurel",ROU,Silver
13166,1972,"ZAFIU, Mihai",ROU,Silver
13167,1972,"MCEWAN, James Patrick",USA,Bronze
13168,1972,"EIBEN, Reinhard",GDR,Gold
13169,1972,"KAUDER, Reinhold",FRG,Silver
13170,1972,"OLRY, Jean-Claude",FRA,Bronze
13171,1972,"OLRY, Jean-Louis",FRA,Bronze
13172,1972,"AMEND, Rolf-Dieter",GDR,Gold
13173,1972,"HOFMANN, Walter",GDR,Gold
13174,1972,"BAUES, Wilhelm Bernd",FRG,Silver
13175,1972,"SCHUMACHER, Hans-Otto",FRG,Silver
13176,1972,"GIMPEL, Harald",GDR,Bronze
13177,1972,"HORN, Siegbert",GDR,Gold
13178,1972,"SATTLER, Norbert",AUT,Silver
13179,1972,"WUNDERLICH, Magdalena",FRG,Bronze
13180,1972,"BAHMANN, Angelika",GDR,Gold
13181,1972,"GROTHAUS, Gisela",FRG,Silver
13182,1972,"KUIPER, Hennie",NED,Gold
13183,1972,"SEFTON, Clyde",AUS,Silver
13184,1972,"KOMNATOV, Gennadi",URS,Gold
13185,1972,"LIKHACHEV, Valery",URS,Gold
13186,1972,"SHUKHOV, Boris",URS,Gold
13187,1972,"YARDY, Valery",URS,Gold
13188,1972,"BARCIK, Edward",POL,Silver
13189,1972,"LIS, Lucjan",POL,Silver
13190,1972,"SZOZDA, Stanislaw",POL,Silver
13191,1972,"SZURKOWSKI, Ryszard",POL,Silver
13192,1972,"SCHÜTZE, Jürgen",GDR,Bronze
13193,1972,"FREDBORG, Niels Christian",DEN,Gold
13194,1972,"CLARK, Daniel",AUS,Silver
13195,1972,"BEK, Andrzej",POL,Bronze
13196,1972,"KOCOT, Benedykt",POL,Bronze
13197,1972,"SEMENETS, Vladimir",URS,Gold
13198,1972,"TSELOVALNIKOV, Igor",URS,Gold
13199,1972,"GESCHKE, Hans-Jürgen",GDR,Silver
13200,1972,"OTTO, Werner",GDR,Silver
13201,1972,"LUTZ, Hans",FRG,Bronze
13202,1972,"KNUDSEN, Knut",NOR,Gold
13203,1972,"KURMANN, Xaver",SUI,Silver
13204,1972,"PKHAKADZE, Omar",URS,Bronze
13205,1972,"MORELON, Daniel",FRA,Gold
13206,1972,"NICHOLSON, John Michael",AUS,Silver
13207,1972,"BENNETT, Michael John",GBR,Bronze
13208,1972,"HALLAM, Ian",GBR,Bronze
13209,1972,"KEEBLE, Ronald James",GBR,Bronze
13210,1972,"MOORE, William",GBR,Bronze
13211,1972,"COLOMBO, Jürgen",FRG,Gold
