,Edition,Athlete,NOC,Medal
21382,1996,"WAGNER, Allison",USA,Silver
21383,1996,"LUDERITZ, Alexander",GER,Bronze
21384,1996,"PINGER, Mark",GER,Bronze
21385,1996,"TRÖGER, Christian",GER,Bronze
21386,1996,"ZIKARSKY, Bengt",GER,Bronze
21387,1996,"ZIKARSKY, Björn",GER,Bronze
21388,1996,"DAVIS, Josh",USA,Gold
21389,1996,"FOX, David",USA,Gold
21390,1996,"HALL, Gary Jr.",USA,Gold
21391,1996,"OLSEN, Jon",USA,Gold
21392,1996,"SCHUMACHER, Bradley",USA,Gold
21393,1996,"TUCKER, Scott",USA,Gold
21394,1996,"PIMANKOV, Denis",RUS,Silver
21395,1996,"POPOV, Alexander",RUS,Silver
21396,1996,"PREDKIN, Vladimir",RUS,Silver
21397,1996,"PYSHNENKO, Vladimir",RUS,Silver
21398,1996,"USHKOV, Konstantin",RUS,Silver
21399,1996,"YEGOROV, Roman",RUS,Silver
21400,1996,"BUSCHSCHULTE, Antje",GER,Bronze
21401,1996,"FREITAG, Meike",GER,Bronze
21402,1996,"OSYGUS, Simone",GER,Bronze
21403,1996,"VAN ALMSICK, Franziska",GER,Bronze
21404,1996,"VOELKER, Sandra",GER,Bronze
21405,1996,"FOX, Catherine",USA,Gold
21406,1996,"JACOB, Lisa",USA,Gold
21407,1996,"MARTINO, Angel",USA,Gold
21408,1996,"THOMPSON, Jenny",USA,Gold
21409,1996,"VALERIO, Melanie",USA,Gold
21410,1996,"VAN DYKEN, Amy",USA,Gold
21411,1996,"CHAO, Na",CHN,Silver
21412,1996,"LE, Jingyi",CHN,Silver
21413,1996,"NIAN, Yun",CHN,Silver
21414,1996,"SHAN, Ying",CHN,Silver
21415,1996,"DEWICK, Steven",AUS,Bronze
21416,1996,"HAENEN, Toby Christian",AUS,Bronze
21417,1996,"KLIM, Michael",AUS,Bronze
21418,1996,"MILLER, Scott",AUS,Bronze
21419,1996,"ROGERS, Philip John",AUS,Bronze
21420,1996,"DAVIS, Josh",USA,Gold
21421,1996,"GROTE, Kurt",USA,Gold
21422,1996,"HALL, Gary Jr.",USA,Gold
21423,1996,"HARGIS, John",USA,Gold
21424,1996,"HENDERSON, Mark",USA,Gold
21425,1996,"LINN, Jeremy",USA,Gold
21426,1996,"ROUSE, Jeff Norman",USA,Gold
21427,1996,"SCHWENK, Tripp",USA,Gold
21428,1996,"IVANOVSKIY, Roman",RUS,Silver
21429,1996,"KULIKOV, Vladislav",RUS,Silver
21430,1996,"LOPUKHOV, Stanislav",RUS,Silver
21431,1996,"PANKRATOV, Denis",RUS,Silver
21432,1996,"POPOV, Alexander",RUS,Silver
21433,1996,"SELKOV, Vladimir",RUS,Silver
21434,1996,"YEGOROV, Roman",RUS,Silver
21435,1996,"CAI, Huijue",CHN,Bronze
21436,1996,"CHEN, Yan",CHN,Bronze
21437,1996,"HAN, Xue",CHN,Bronze
21438,1996,"SHAN, Ying",CHN,Bronze
21439,1996,"BEARD, Amanda",USA,Gold
21440,1996,"BOTSFORD, Beth",USA,Gold
21441,1996,"FOX, Catherine",USA,Gold
21442,1996,"HEDGEPETH, Whitney L.",USA,Gold
21443,1996,"MARTINO, Angel",USA,Gold
21444,1996,"QUANCE, Kristine",USA,Gold
21445,1996,"THOMPSON, Jenny",USA,Gold
21446,1996,"VAN DYKEN, Amy",USA,Gold
21447,1996,"DENMAN, Helen",AUS,Silver
21448,1996,"KENNEDY, Angela",AUS,Silver
21449,1996,"O'NEILL, Susan",AUS,Silver
21450,1996,"RILEY, Samantha Linette",AUS,Silver
21451,1996,"RYAN, Sarah",AUS,Silver
21452,1996,"STEVENSON, Nicole Dawn",AUS,Silver
21453,1996,"DUBROVIN, Konstantin",GER,Bronze
21454,1996,"HEILMANN, Aimo",GER,Bronze
21455,1996,"KELLER, Christian",GER,Bronze
21456,1996,"LAMPE, Oliver",GER,Bronze
21457,1996,"TRÖGER, Christian",GER,Bronze
21458,1996,"ZESNER, Steffen",GER,Bronze
21459,1996,"BERUBE, Ryan",USA,Gold
21460,1996,"DAVIS, Josh",USA,Gold
21461,1996,"HUDEPOHL, Joseph",USA,Gold
21462,1996,"OLSEN, Jon",USA,Gold
21463,1996,"SCHUMACHER, Bradley",USA,Gold
21464,1996,"FROLANDER, Lars",SWE,Silver
21465,1996,"HOLMERTZ, Anders",SWE,Silver
21466,1996,"LYRBRING, Anders",SWE,Silver
21467,1996,"WALLIN, Christer",SWE,Silver
21468,1996,"GREVILLE, Julia",AUS,Bronze
21469,1996,"JOHNSON, Emma",AUS,Bronze
21470,1996,"MACKIE, Lise Maree",AUS,Bronze
21471,1996,"O'NEILL, Susan",AUS,Bronze
21472,1996,"STEVENSON, Nicole Dawn",AUS,Bronze
21473,1996,"JACKSON, Trina",USA,Gold
21474,1996,"JACOB, Lisa",USA,Gold
21475,1996,"SALMEEN, Annette",USA,Gold
21476,1996,"TAORMINA, Sheila",USA,Gold
21477,1996,"TEUSCHER, Cristina",USA,Gold
21478,1996,"THOMPSON, Jenny",USA,Gold
21479,1996,"WHITNEY, Ashley",USA,Gold
21480,1996,"FREITAG, Meike",GER,Silver
21481,1996,"HASE, Dagmar",GER,Silver
21482,1996,"KIELGASS, Kerstin",GER,Silver
21483,1996,"OSYGUS, Simone",GER,Silver
21484,1996,"SCHOLZ, Anke",GER,Silver
21485,1996,"VAN ALMSICK, Franziska",GER,Silver
21486,1996,"SCHERER, Fernando",BRA,Bronze
21487,1996,"POPOV, Alexander",RUS,Gold
21488,1996,"HALL, Gary Jr.",USA,Silver
21489,1996,"VOELKER, Sandra",GER,Bronze
21490,1996,"VAN DYKEN, Amy",USA,Gold
21491,1996,"LE, Jingyi",CHN,Silver
21492,1996,"VLIEGHUIS, Kirsten",NED,Bronze
21493,1996,"BENNETT, Brooke",USA,Gold
21494,1996,"HASE, Dagmar",GER,Silver
21495,1996,"FUJII, Raika",JPN,Bronze
21496,1996,"FUJIKI, Mayuko",JPN,Bronze
21497,1996,"JIMBO, Rei",JPN,Bronze
21498,1996,"KAWABE, Miho",JPN,Bronze
21499,1996,"KAWASE, Akiko",JPN,Bronze
21500,1996,"NAKAJIMA, Riho",JPN,Bronze
21501,1996,"TACHIBANA, Miya",JPN,Bronze
21502,1996,"TAKAHASHI, Kaori",JPN,Bronze
21503,1996,"TAKEDA, Miho",JPN,Bronze
21504,1996,"TANAKA, Junko",JPN,Bronze
21505,1996,"BIANCO, Suzannah",USA,Gold
21506,1996,"CLELAND, Tammy",USA,Gold
21507,1996,"DYROEN-LANCER, Becky",USA,Gold
21508,1996,"LESUEUR, Emily",USA,Gold
21509,1996,"PEASE, Heather",USA,Gold
21510,1996,"SAVERY, Jill",USA,Gold
21511,1996,"SCHNEYDER, Nathalie",USA,Gold
21512,1996,"SIMMONS-CARRASCO, Heather",USA,Gold
21513,1996,"SUDDUTH, Jill",USA,Gold
21514,1996,"THIEN, Margot",USA,Gold
21515,1996,"ALEXANDER, Lisa",CAN,Silver
21516,1996,"BREMNER, Janice",CAN,Silver
21517,1996,"CLARK, Karen",CAN,Silver
21518,1996,"FONTEYNE, Karen",CAN,Silver
21519,1996,"FRECHETTE, Sylvie",CAN,Silver
21520,1996,"HOULD-MARCHAND, Valerie",CAN,Silver
21521,1996,"KULESZA, Kasia",CAN,Silver
21522,1996,"LARSEN, Christine",CAN,Silver
21523,1996,"READ, Cari",CAN,Silver
21524,1996,"WOODLEY, Erin",CAN,Silver
21525,1996,"ANGELINI, Alberto",ITA,Bronze
21526,1996,"ATTOLICO, Francesco",ITA,Bronze
21527,1996,"BENCIVENGA, Fabio",ITA,Bronze
21528,1996,"BOVO, Alessandro",ITA,Bronze
21529,1996,"CALCATERRA, Alessandro",ITA,Bronze
21530,1996,"CALCATERRA, Roberto",ITA,Bronze
21531,1996,"GERINI, Marco",ITA,Bronze
21532,1996,"GHIBELLINI, Alberto",ITA,Bronze
21533,1996,"GIUSTOLISI, Luca",ITA,Bronze
21534,1996,"POMILIO, Amedeo",ITA,Bronze
21535,1996,"POSTIGLIONE, Francesco",ITA,Bronze
21536,1996,"SILIPO, Carlo",ITA,Bronze
21537,1996,"SOTTANI, Leonardo",ITA,Bronze
21538,1996,"ABARCA, Jose Maria",ESP,Gold
21539,1996,"ANDREO, Angel",ESP,Gold
21540,1996,"BALLART, Daniel",ESP,Gold
21541,1996,"ESTIARTE, Manuel",ESP,Gold
21542,1996,"GARCIA AGUADO, Pedro",ESP,Gold
21543,1996,"GOMEZ, Salvador",ESP,Gold
21544,1996,"MORO, Ivan",ESP,Gold
21545,1996,"OCA, Miguel Angel",ESP,Gold
21546,1996,"PAYA, Jorge",ESP,Gold
21547,1996,"PEDREROL, Sergi",ESP,Gold
21548,1996,"ROLLAN, Jesus",ESP,Gold
21549,1996,"SANS, Jordi",ESP,Gold
21550,1996,"SANZ, Carlos",ESP,Gold
21551,1996,"BALIC, Maro",CRO,Silver
21552,1996,"BUKIC, Perica",CRO,Silver
21553,1996,"GLAVAN, Damir",CRO,Silver
21554,1996,"HINIC, Igor",CRO,Silver
21555,1996,"KOBESCAK, Vjekoslav",CRO,Silver
21556,1996,"KREKOVIC, Josko",CRO,Silver
21557,1996,"KRZIC, Ognjen",CRO,Silver
21558,1996,"SIMENC, Dubravko",CRO,Silver
21559,1996,"SKOLNEKOVIC, Sinisa",CRO,Silver
21560,1996,"STRITOF, Ratko",CRO,Silver
21561,1996,"VEGAR, Tino",CRO,Silver
21562,1996,"VRBICIC, Renato",CRO,Silver
21563,1996,"VRDOLJAK, Zdeslav",CRO,Silver
21564,1996,"OH, Kyo-Moon",KOR,Bronze
21565,1996,"HUISH, Justin",USA,Gold
21566,1996,"PETERSSON, Magnus",SWE,Silver
21567,1996,"SADOVNYCHA, Olena",UKR,Bronze
21568,1996,"KIM, Kyung-Wook",KOR,Gold
21569,1996,"HE, Ying",CHN,Silver
21570,1996,"BISIANI, Matteo",ITA,Bronze
21571,1996,"FRANGILLI, Michele",ITA,Bronze
21572,1996,"PARENTI, Andrea",ITA,Bronze
21573,1996,"HUISH, Justin",USA,Gold
21574,1996,"JOHNSON, Richard",USA,Gold
21575,1996,"WHITE, Rodney",USA,Gold
21576,1996,"JANG, Yong-Ho",KOR,Silver
21577,1996,"KIM, Bo-Ram",KOR,Silver
21578,1996,"OH, Kyo-Moon",KOR,Silver
21579,1996,"DZIECIOL, Iwona",POL,Bronze
21580,1996,"KLATA, Katarzyna",POL,Bronze
21581,1996,"NOWICKA, Joanna",POL,Bronze
21582,1996,"KIM, Jo-Sun",KOR,Gold
21583,1996,"KIM, Kyung-Wook",KOR,Gold
21584,1996,"YOUN, Hye-Young",KOR,Gold
21585,1996,"MENSING, Barbara",GER,Silver
21586,1996,"PFOHL, Cornelia",GER,Silver
21587,1996,"WAGNER, Sandra",GER,Silver
21588,1996,"HISSOU, Salah",MAR,Bronze
21589,1996,"GEBRSELASSIE, Haile",ETH,Gold
21590,1996,"TERGAT, Paul",KEN,Silver
21591,1996,"WAMI, Gete",ETH,Bronze
21592,1996,"RIBEIRO, Fernanda",POR,Gold
21593,1996,"WANG, Junxia",CHN,Silver
21594,1996,"WANG, Yan",CHN,Bronze
21595,1996,"NIKOLAYEVA, Yelena",RUS,Gold
21596,1996,"PERRONE, Elisabetta",ITA,Silver
21597,1996,"BOLDON, Ato",TRI,Bronze
21598,1996,"BAILEY, Donovan",CAN,Gold
21599,1996,"FREDERICKS, Frank",NAM,Silver
21600,1996,"TORRENCE, Gwen",USA,Bronze
21601,1996,"DEVERS, Gail",USA,Gold
21602,1996,"OTTEY-PAGE, Merlene",JAM,Silver
21603,1996,"GIRARD, Patricia",FRA,Bronze
21604,1996,"ENGQUIST, Ludmila",SWE,Gold
21605,1996,"BUKOVEC, Brigitta",SLO,Silver
21606,1996,"SCHWARTHOFF, Florian",GER,Bronze
21607,1996,"JOHNSON, Allen",USA,Gold
21608,1996,"CREAR, Mark",USA,Silver
21609,1996,"KIPKORIR, Stephen",KEN,Bronze
21610,1996,"MORCELI, Nourredine",ALG,Gold
21611,1996,"CACHO RUIZ, Fermin",ESP,Silver
21612,1996,"KIESL, Theresia",AUT,Bronze
21613,1996,"MASTERKOVA, Svetlana",RUS,Gold
21614,1996,"SZABO, Gabriela",ROU,Silver
21615,1996,"BOLDON, Ato",TRI,Bronze
21616,1996,"JOHNSON, Michael",USA,Gold
21617,1996,"FREDERICKS, Frank",NAM,Silver
21618,1996,"ONYALI, Mary",NGR,Bronze
21619,1996,"PEREC, Marie-Jose",FRA,Gold
21620,1996,"OTTEY-PAGE, Merlene",JAM,Silver
21621,1996,"SEGURA, Bernardo",MEX,Bronze
21622,1996,"PEREZ, Jefferson",ECU,Gold
21623,1996,"MARKOV, Ilya",RUS,Silver
21624,1996,"LAMBRUSCHINI, Alessandro",ITA,Bronze
21625,1996,"KETER, Joseph",KEN,Gold
21626,1996,"KIPTANUI, Moses",KEN,Silver
21627,1996,"KAMOGA, Davis",UGA,Bronze
21628,1996,"JOHNSON, Michael",USA,Gold
21629,1996,"BLACK, Roger",GBR,Silver
21630,1996,"OGUNKOYA, Falilat",NGR,Bronze
21631,1996,"PEREC, Marie-Jose",FRA,Gold
21632,1996,"FREEMAN, Cathy",AUS,Silver
21633,1996,"DAVIS, Calvin",USA,Bronze
21634,1996,"ADKINS, Derrick",USA,Gold
21635,1996,"MATETE, Samuel",ZAM,Silver
21636,1996,"BUFORD-BAILEY, Tonja",USA,Bronze
21637,1996,"HEMMINGS, Deon Marie",JAM,Gold
21638,1996,"BATTEN, Kim",USA,Silver
21639,1996,"DA SILVA, Arnaldo",BRA,Bronze
21640,1996,"DA SILVA, Robson",BRA,Bronze
21641,1996,"RIBEIRO, Edson",BRA,Bronze
21642,1996,"SILVA, Andre Domingos",BRA,Bronze
21643,1996,"BAILEY, Donovan",CAN,Gold
21644,1996,"CHAMBERS, Carlton",CAN,Gold
21645,1996,"ESMIE, Robert",CAN,Gold
21646,1996,"GILBERT, Glenroy",CAN,Gold
21647,1996,"SURIN, Bruny",CAN,Gold
21648,1996,"DRUMMOND, Jon",USA,Silver
21649,1996,"HARDEN, Tim",USA,Silver
21650,1996,"MARSH, Michael",USA,Silver
21651,1996,"MITCHELL, Dennis",USA,Silver
21652,1996,"MONTGOMERY, Tim",USA,Silver
21653,1996,"CUTHBERT, Juliet",JAM,Bronze
21654,1996,"FREEMAN, Michele",JAM,Bronze
21655,1996,"LLOYD, Andrea",JAM,Bronze
21656,1996,"MITCHELL, Nikole",JAM,Bronze
21657,1996,"OTTEY-PAGE, Merlene",JAM,Bronze
21658,1996,"RUSSELL, Gillian Claire",JAM,Bronze
21659,1996,"DEVERS, Gail",USA,Gold
21660,1996,"GAINES, Chryste",USA,Gold
21661,1996,"GUIDRY-WHITE, Carlette D.",USA,Gold
21662,1996,"MILLER, Inger",USA,Gold
21663,1996,"TORRENCE, Gwen",USA,Gold
21664,1996,"CLARKE, Eldece",BAH,Silver
21665,1996,"DAVIS, Pauline Elaine",BAH,Silver
21666,1996,"FERGUSON-MCKENZIE, Debbie",BAH,Silver
21667,1996,"FYNES, Sevatheda",BAH,Silver
21668,1996,"STURRUP, Chandra",BAH,Silver
21669,1996,"BLAKE, Dennis Anthony",JAM,Bronze
21670,1996,"CLARKE, Davian",JAM,Bronze
21671,1996,"HAUGHTON, Greg",JAM,Bronze
21672,1996,"MARTIN, Roxbert",JAM,Bronze
21673,1996,"MCDONALD, Michael",JAM,Bronze
21674,1996,"ROBINSON, Garth",JAM,Bronze
21675,1996,"HARRISON, Alvin",USA,Gold
21676,1996,"MAYBANK, Anthuan",USA,Gold
21677,1996,"MILLS, Derek",USA,Gold
21678,1996,"ROUSER, Jason",USA,Gold
21679,1996,"SMITH, Lamont",USA,Gold
21680,1996,"BAULCH, Jamie",GBR,Silver
21681,1996,"BLACK, Roger",GBR,Silver
21682,1996,"HYLTON, Mark",GBR,Silver
21683,1996,"LADEJO, Duaine",GBR,Silver
21684,1996,"RICHARDSON, Mark Ashton",GBR,Silver
21685,1996,"THOMAS, Iwan",GBR,Silver
21686,1996,"BREUER, Grit",GER,Bronze
21687,1996,"KISABAKA, Linda",GER,Bronze
21688,1996,"ROHLANDER, Uta",GER,Bronze
21689,1996,"RÜCKER, Anja",GER,Bronze
21690,1996,"GRAHAM, Kim",USA,Gold
21691,1996,"MALONE, Maicel",USA,Gold
21692,1996,"MILES, Jearl",USA,Gold
21693,1996,"STEVENS, Rochelle",USA,Gold
21694,1996,"WILSON, Linetta",USA,Gold
21695,1996,"AFOLABI, Bisi",NGR,Silver
21696,1996,"OGUNKOYA, Falilat",NGR,Silver
21697,1996,"OPARA, Charity",NGR,Silver
21698,1996,"YUSUF, Fatima",NGR,Silver
21699,1996,"BOULAMI, Khalid",MAR,Bronze
21700,1996,"NIYONGABO, Venuste",BDI,Gold
21701,1996,"BITOK, Paul",KEN,Silver
21702,1996,"BRUNET, Roberta",ITA,Bronze
21703,1996,"WANG, Junxia",CHN,Gold
21704,1996,"KONGA, Pauline",KEN,Silver
21705,1996,"MASSANA, Valentin",ESP,Bronze
21706,1996,"KORZENIOWSKI, Robert",POL,Gold
21707,1996,"SHCHENNIKOV, Mikhail",RUS,Silver
21708,1996,"ONYANCHA, Fred",KEN,Bronze
21709,1996,"RODAL, Vebjorn",NOR,Gold
21710,1996,"SEPENG, Hezekiel",RSA,Silver
21711,1996,"MUTOLA, Maria",MOZ,Bronze
21712,1996,"MASTERKOVA, Svetlana",RUS,Gold
21713,1996,"QUIROT, Ana Fidelia",CUB,Silver
21714,1996,"DVORAK, Tomas",CZE,Bronze
21715,1996,"O'BRIEN, Dan",USA,Gold
21716,1996,"BUSEMANN, Frank",GER,Silver
21717,1996,"KAPTYUKH, Vasiliy",BLR,Bronze
21718,1996,"RIEDEL, Lars",GER,Gold
21719,1996,"DUBROVSHCHIK, Vladimir",BLR,Silver
21720,1996,"ZVEREVA, Ellina",BLR,Bronze
21721,1996,"WYLUDDA, Ilke",GER,Gold
21722,1996,"SADOVA, Natalya",RUS,Silver
21723,1996,"KRYKUN, Oleksiy",UKR,Bronze
21724,1996,"KISS, Balazs",HUN,Gold
21725,1996,"DEAL, Lance Earl",USA,Silver
21726,1996,"LEWIS, Denise",GBR,Bronze
21727,1996,"SHOUAA, Ghada",SYR,Gold
21728,1996,"SAZANOVICH, Natalya",BLR,Silver
21729,1996,"SMITH, Stephen James",GBR,Bronze
21730,1996,"AUSTIN, Charles",USA,Gold
21731,1996,"PARTYKA, Artur",POL,Silver
21732,1996,"BABAKOVA, Inha",UKR,Bronze
21733,1996,"KOSTADINOVA, Stefka",BUL,Gold
21734,1996,"BAKOGIANNI, Niki",GRE,Silver
21735,1996,"RATY, Seppo Henrik",FIN,Bronze
21736,1996,"ZELEZNY, Jan",CZE,Gold
21737,1996,"BACKLEY, Steve",GBR,Silver
21738,1996,"HATTESTAD, Trine",NOR,Bronze
21739,1996,"RANTANEN, Heli Orvokki",FIN,Gold
21740,1996,"MCPAUL, Louise",AUS,Silver
21741,1996,"GREENE, Joe",USA,Bronze
21742,1996,"LEWIS, Carl",USA,Gold
21743,1996,"BECKFORD, James",JAM,Silver
21744,1996,"JOYNER-KERSEE, Jackie",USA,Bronze
21745,1996,"AJUNWA, Chioma",NGR,Gold
21746,1996,"MAY, Fiona",ITA,Silver
21747,1996,"WAINAINA, Erick",KEN,Bronze
21748,1996,"THUGWANE, Josia",RSA,Gold
21749,1996,"LEE, Bong-Ju",KOR,Silver
21750,1996,"ARIMORI, Yuko",JPN,Bronze
21751,1996,"ROBA, Fatuma",ETH,Gold
21752,1996,"YEGOROVA, Valentina",RUS,Silver
21753,1996,"TIVONTCHIK, Andrei",GER,Bronze
21754,1996,"GALFIONE, Jean",FRA,Gold
21755,1996,"TRANDENKOV, Igor",RUS,Silver
21756,1996,"BAGACH, Oleksandr",UKR,Bronze
21757,1996,"BARNES, Eric Randolph",USA,Gold
21758,1996,"GODINA, John",USA,Silver
21759,1996,"KHUDOROZHKINA, Irina",RUS,Bronze
21760,1996,"KUMBERNUSS, Astrid",GER,Gold
21761,1996,"SUI, Xinmei",CHN,Silver
21762,1996,"QUESADA, Yoelvis",CUB,Bronze
21763,1996,"HARRISON, Kenny",USA,Gold
21764,1996,"EDWARDS, Jonathan David",GBR,Silver
21765,1996,"KASPARKOVA, Sarka",CZE,Bronze
21766,1996,"KRAVETS, Inessa",UKR,Gold
21767,1996,"LASOVSKAYA, Inna",RUS,Silver
21768,1996,"IRIANTO, Antonius",INA,Bronze
21769,1996,"KANTONO, Denny",INA,Bronze
21770,1996,"LIU, Jianjun",CHN,Bronze
21771,1996,"MAINAKY, Rexy Ronald",INA,Gold
21772,1996,"SUBAGJA, Ricky Achmad",INA,Gold
21773,1996,"KIM, Dong Moon",KOR,Gold
21774,1996,"CHEAH, Soon Kit",MAS,Silver
21775,1996,"YAP, Kim Hock",MAS,Silver
21776,1996,"PARK, Joo-Bong",KOR,Silver
21777,1996,"QIN, Yiyuan",CHN,Bronze
21778,1996,"TANG, Yongshu",CHN,Bronze
21779,1996,"SUN, Man",CHN,Bronze
21780,1996,"GE, Fei",CHN,Gold
21781,1996,"GU, Jun",CHN,Gold
21782,1996,"GIL, Young-Ah",KOR,Gold
21783,1996,"GIL, Young-Ah",KOR,Silver
21784,1996,"JANG, Hye Ock",KOR,Silver
21785,1996,"RA, Kyung-Min",KOR,Silver
21786,1996,"SIDEK, Rashid",MAS,Bronze
21787,1996,"HOYER-LARSEN, Poul Erik",DEN,Gold
21788,1996,"DONG, Jiong",CHN,Silver
21789,1996,"SUSANTI, Susi",INA,Bronze
21790,1996,"BANG, Soo-Hyun",KOR,Gold
21791,1996,"AUDINA, Mia",INA,Silver
21792,1996,"ALLEN, Chad",USA,Bronze
21793,1996,"BENSON, Kris",USA,Bronze
21794,1996,"DICKEY, R.A.",USA,Bronze
21795,1996,"GLAUS, Troy",USA,Bronze
21796,1996,"GREEN, Chad",USA,Bronze
21797,1996,"GREISINGER, Seth",USA,Bronze
21798,1996,"HARKRIDER, Kip",USA,Bronze
21799,1996,"HINCH, A.J.",USA,Bronze
21800,1996,"JONES, Jacque",USA,Bronze
21801,1996,"KOCH, Billy",USA,Bronze
21802,1996,"KOTSAY, Mark",USA,Bronze
21803,1996,"LECROY, Matt",USA,Bronze
21804,1996,"LEE, Travis",USA,Bronze
21805,1996,"LOOPER, Braden",USA,Bronze
21806,1996,"LOYD, Brian",USA,Bronze
21807,1996,"MORRIS, Warren",USA,Bronze
21808,1996,"OJEDA, Augie",USA,Bronze
21809,1996,"PARQUE, Jim",USA,Bronze
21810,1996,"WEAVER, Jeff",USA,Bronze
21811,1996,"WILLIAMS, Jason",USA,Bronze
21812,1996,"AJETE, Omar",CUB,Gold
21813,1996,"CALDES, Miguel",CUB,Gold
21814,1996,"CONTRERAS, Jose Ariel",CUB,Gold
21815,1996,"ESTRADA, Jose Antonio",CUB,Gold
21816,1996,"FUMERO, Jorge",CUB,Gold
21817,1996,"HERNANDEZ, Alberto",CUB,Gold
21818,1996,"ISAAC, Rey",CUB,Gold
21819,1996,"KINDELAN, Orestes",CUB,Gold
21820,1996,"LAZO, Pedro Luis",CUB,Gold
21821,1996,"LINARES, Omar",CUB,Gold
21822,1996,"LUIS, Omar",CUB,Gold
21823,1996,"MANRIQUE, Juan",CUB,Gold
21824,1996,"MONTES DE OCA, Eliecer",CUB,Gold
