,Edition,Athlete,NOC,Medal
19784,1992,"OKUNO, Fumiko",JPN,Bronze
19785,1992,"BABB-SPRAGUE, Kristen",USA,Gold
19786,1992,"FRECHETTE, Sylvie",CAN,Gold
19787,1992,"APANASSENKO, Dmitri",EUN,Bronze
19788,1992,"BELOFASTOV, Andrei",EUN,Bronze
19789,1992,"CHARONOV, Evgueni",EUN,Bronze
19790,1992,"GORSHKOV, Dmitry",EUN,Bronze
19791,1992,"KARABOUTOV, Vladimir",EUN,Bronze
19792,1992,"KOLOTOV, Aleksandr",EUN,Bronze
19793,1992,"KOVALENKO, Alexandre",EUN,Bronze
19794,1992,"KOZLOV, Nikolai",EUN,Bronze
19795,1992,"MARKOTCH, Serguei",EUN,Bronze
19796,1992,"NAUMOV, Sergey",EUN,Bronze
19797,1992,"OGORODNIKOV, Alexandre",EUN,Bronze
19798,1992,"TCHIGUIR, Alexandre",EUN,Bronze
19799,1992,"ATTOLICO, Francesco",ITA,Gold
19800,1992,"AVERAIMO, Gianni",ITA,Gold
19801,1992,"BOVO, Alessandro",ITA,Gold
19802,1992,"CALDARELLA, Paolo",ITA,Gold
19803,1992,"CAMPAGNA, Alessandro",ITA,Gold
19804,1992,"D'ALTRUI, Marco",ITA,Gold
19805,1992,"FERRETTI, Massimiliano",ITA,Gold
19806,1992,"FIORILLO, Mario",ITA,Gold
19807,1992,"GANDOLFI, Ferdinando",ITA,Gold
19808,1992,"POMILIO, Amedeo",ITA,Gold
19809,1992,"PORZIO, Francesco",ITA,Gold
19810,1992,"PORZIO, Giuseppe",ITA,Gold
19811,1992,"SILIPO, Carlo",ITA,Gold
19812,1992,"BALLART, Daniel",ESP,Silver
19813,1992,"ESTIARTE, Manuel",ESP,Silver
19814,1992,"GARCIA AGUADO, Pedro",ESP,Silver
19815,1992,"GOMEZ, Salvador",ESP,Silver
19816,1992,"GONZALEZ JUNQUERA, Marco Antonio",ESP,Silver
19817,1992,"MICHAVILA JOVER, Ruben",ESP,Silver
19818,1992,"OCA, Miguel Angel",ESP,Silver
19819,1992,"PEDREROL, Sergi",ESP,Silver
19820,1992,"PICO LLADO, Jose",ESP,Silver
19821,1992,"ROLLAN, Jesus",ESP,Silver
19822,1992,"SANCHEZ ALARCON, Ricardo",ESP,Silver
19823,1992,"SANS, Jordi",ESP,Silver
19824,1992,"SILVESTRE SANCHEZ, Manuel",ESP,Silver
19825,1992,"TERRY, Simon",GBR,Bronze
19826,1992,"FLUTE, Sebastien",FRA,Gold
19827,1992,"CHUNG, Jae-Hun",KOR,Silver
19828,1992,"VALEEVA, Natalia",EUN,Bronze
19829,1992,"CHO, Youn-Jeong",KOR,Gold
19830,1992,"KIM, Soo-Nyung",KOR,Silver
19831,1992,"HALLARD, Steven",GBR,Bronze
19832,1992,"PRIESTMAN, Richard John",GBR,Bronze
19833,1992,"TERRY, Simon",GBR,Bronze
19834,1992,"HOLGADO ROMERO, Juan Carlos",ESP,Gold
19835,1992,"MENENDEZ VALLIN, Alfonso",ESP,Gold
19836,1992,"VAZQUEZ, Antonio",ESP,Gold
19837,1992,"FALCK, Ismo Kalevi",FIN,Silver
19838,1992,"LIPPONEN, Jari",FIN,Silver
19839,1992,"POIKOLAINEN, Tomi",FIN,Silver
19840,1992,"ARZHANNIKOVA, Lyudmila",EUN,Bronze
19841,1992,"KVRIVICHVILI, Khatouna",EUN,Bronze
19842,1992,"VALEEVA, Natalia",EUN,Bronze
19843,1992,"CHO, Youn-Jeong",KOR,Gold
19844,1992,"KIM, Soo-Nyung",KOR,Gold
19845,1992,"LEE, Eun Kyung",KOR,Gold
19846,1992,"MA, Xiangjun",CHN,Silver
19847,1992,"WANG, Hong",CHN,Silver
19848,1992,"WANG, Xiaozhu",CHN,Silver
19849,1992,"ABEBE, Addis",ETH,Bronze
19850,1992,"SKAH, Khalid",MAR,Gold
19851,1992,"CHELIMO, Richard",KEN,Silver
19852,1992,"JENNINGS, Lynn A.",USA,Bronze
19853,1992,"TULU, Derartu",ETH,Gold
19854,1992,"MEYER, Elana",RSA,Silver
19855,1992,"LI, Chunxiu",CHN,Bronze
19856,1992,"CHEN, Yueling",CHN,Gold
19857,1992,"NIKOLAYEVA, Yelena",EUN,Silver
19858,1992,"MITCHELL, Dennis",USA,Bronze
19859,1992,"CHRISTIE, Linford",GBR,Gold
19860,1992,"FREDERICKS, Frank",NAM,Silver
19861,1992,"PRIVALOVA, Irina",EUN,Bronze
19862,1992,"DEVERS, Gail",USA,Gold
19863,1992,"CUTHBERT, Juliet",JAM,Silver
19864,1992,"DONKOVA, Yordanka",BUL,Bronze
19865,1992,"PATOULIDOU, Paraskevi Voula",GRE,Gold
19866,1992,"MARTIN, La Vona Ann",USA,Silver
19867,1992,"PIERCE, Jack",USA,Bronze
19868,1992,"MCKOY, Mark",CAN,Gold
19869,1992,"DEES, Tony",USA,Silver
19870,1992,"SULAIMAN, Mohamed Ahmed",QAT,Bronze
19871,1992,"CACHO RUIZ, Fermin",ESP,Gold
19872,1992,"EL BASIR, Rachid",MAR,Silver
19873,1992,"QU, Yunxia",CHN,Bronze
19874,1992,"BOULMERKA, Hassiba",ALG,Gold
19875,1992,"ROGACHEVA, Liudmila",EUN,Silver
19876,1992,"BATES, Michael D.",USA,Bronze
19877,1992,"MARSH, Michael",USA,Gold
19878,1992,"FREDERICKS, Frank",NAM,Silver
19879,1992,"OTTEY-PAGE, Merlene",JAM,Bronze
19880,1992,"TORRENCE, Gwen",USA,Gold
19881,1992,"CUTHBERT, Juliet",JAM,Silver
19882,1992,"DE BENEDICTIS, Giovanni",ITA,Bronze
19883,1992,"PLAZA MONTERO, Daniel",ESP,Gold
19884,1992,"LEBLANC, Guillaume",CAN,Silver
19885,1992,"CHALMERS, Angela Frances",CAN,Bronze
19886,1992,"ROMANOVA, Elena",EUN,Gold
19887,1992,"DOROVSKIH, Tatiana",EUN,Silver
19888,1992,"MUTWOL, William",KEN,Bronze
19889,1992,"BIRIR, Mathew",KEN,Gold
19890,1992,"SANG, Patrick",KEN,Silver
19891,1992,"KITUR, Samson",KEN,Bronze
19892,1992,"WATTS, Quincy",USA,Gold
19893,1992,"LEWIS, Steve",USA,Silver
19894,1992,"RESTREPO GAVIRIA, Ximena",COL,Bronze
19895,1992,"PEREC, Marie-Jose",FRA,Gold
19896,1992,"BRYZGINA, Olga",EUN,Silver
19897,1992,"AKABUSI, Kriss Kezie Uche",GBR,Bronze
19898,1992,"YOUNG, Kevin Curtis",USA,Gold
19899,1992,"GRAHAM, Winthrop",JAM,Silver
19900,1992,"VICKERS, Janeene",USA,Bronze
19901,1992,"GUNNELL, Sally Janet Jane",GBR,Gold
19902,1992,"FARMER-PATRICK, Sandra",USA,Silver
19903,1992,"AGUILERA RUIZ, Jorge Luis",CUB,Bronze
19904,1992,"ISASI, Joel",CUB,Bronze
19905,1992,"LAMELA, Joel",CUB,Bronze
19906,1992,"SIMON, Andres",CUB,Bronze
19907,1992,"BURRELL, Leroy",USA,Gold
19908,1992,"JETT, James",USA,Gold
19909,1992,"LEWIS, Carl",USA,Gold
19910,1992,"MARSH, Michael",USA,Gold
19911,1992,"MITCHELL, Dennis",USA,Gold
19912,1992,"ADENIKEN, Olapade",NGR,Silver
19913,1992,"EZINWA, Davidson",NGR,Silver
19914,1992,"EZINWA, Osmond",NGR,Silver
19915,1992,"IMOH, Chidi",NGR,Silver
19916,1992,"KAYODE, Oluyemi",NGR,Silver
19917,1992,"IDEHEN, Faith",NGR,Bronze
19918,1992,"ONYALI, Mary",NGR,Bronze
19919,1992,"OPARA-THOMPSON, Christy Thompson",NGR,Bronze
19920,1992,"UTONDU, Beatrice",NGR,Bronze
19921,1992,"ASHFORD, Evelyn",USA,Gold
19922,1992,"FINN, Michelle",USA,Gold
19923,1992,"GUIDRY-WHITE, Carlette D.",USA,Gold
19924,1992,"JONES, Esther",USA,Gold
19925,1992,"TORRENCE, Gwen",USA,Gold
19926,1992,"BOGOSLOVSKAYA, Olga",EUN,Silver
19927,1992,"MALTCHOUGUINA, Galina",EUN,Silver
19928,1992,"PRIVALOVA, Irina",EUN,Silver
19929,1992,"TRANDENKOVA, Marina",EUN,Silver
19930,1992,"AKABUSI, Kriss Kezie Uche",GBR,Bronze
19931,1992,"BLACK, Roger",GBR,Bronze
19932,1992,"GRINDLEY, David Allan",GBR,Bronze
19933,1992,"LADEJO, Duaine",GBR,Bronze
19934,1992,"REGIS, John Paul Lyndon",GBR,Bronze
19935,1992,"RICHARDSON, Mark Ashton",GBR,Bronze
19936,1992,"HALL, Darnell",USA,Gold
19937,1992,"JENKINS, Charles L.",USA,Gold
19938,1992,"JOHNSON, Michael",USA,Gold
19939,1992,"LEWIS, Steve",USA,Gold
19940,1992,"VALMON, Andrew",USA,Gold
19941,1992,"WATTS, Quincy",USA,Gold
19942,1992,"HERNANDEZ PRENDES, Roberto",CUB,Silver
19943,1992,"HERRERA ORTIZ, Hector",CUB,Silver
19944,1992,"MARTINEZ DESPAIGNE, Lazaro",CUB,Silver
19945,1992,"TELLEZ, Norberto",CUB,Silver
19946,1992,"DOUGLAS, Sandra Marie",GBR,Bronze
19947,1992,"GUNNELL, Sally Janet Jane",GBR,Bronze
19948,1992,"SMITH, Phylis",GBR,Bronze
19949,1992,"STOUTE, Jennifer",GBR,Bronze
19950,1992,"BRYZGINA, Olga",EUN,Gold
19951,1992,"CHMONINA, Marina",EUN,Gold
19952,1992,"DJIGALOVA, Lioudmila",EUN,Gold
19953,1992,"NAZAROVA, Olga",EUN,Gold
19954,1992,"NURUTDINOVA, Lilia",EUN,Gold
19955,1992,"ROUZINA, Yelena",EUN,Gold
19956,1992,"HILL, Denean",USA,Silver
19957,1992,"KAISER, Natasha",USA,Silver
19958,1992,"MILES, Jearl",USA,Silver
19959,1992,"STEVENS, Rochelle",USA,Silver
19960,1992,"TORRENCE, Gwen",USA,Silver
19961,1992,"YOUNG, Dannette",USA,Silver
19962,1992,"BAYISA, Fita",ETH,Bronze
19963,1992,"BAUMANN, Dieter",GER,Gold
19964,1992,"BITOK, Paul",KEN,Silver
19965,1992,"WEIGEL, Ronald",GER,Bronze
19966,1992,"PERLOV, Andrey",EUN,Gold
19967,1992,"MERCENARIO CARBAJAL, Carlos",MEX,Silver
19968,1992,"GRAY, Johnny Lee Jr",USA,Bronze
19969,1992,"TANUI, William",KEN,Gold
19970,1992,"KIPROTICH, Nixon",KEN,Silver
19971,1992,"QUIROT, Ana Fidelia",CUB,Bronze
19972,1992,"VAN LANGEN, Ellen",NED,Gold
19973,1992,"NURUTDINOVA, Lilia",EUN,Silver
19974,1992,"JOHNSON, David Allan",USA,Bronze
19975,1992,"ZMELIK, Robert",TCH,Gold
19976,1992,"PENALVER ASENSIO, Antonio",ESP,Silver
19977,1992,"MOYA, Roberto S.",CUB,Bronze
19978,1992,"UBARTAS, Romas",LTU,Gold
19979,1992,"SCHULT, Jürgen",GER,Silver
19980,1992,"COSTIAN, Daniela",AUS,Bronze
19981,1992,"MARTEN, Maritza",CUB,Gold
19982,1992,"KHRISTOVA, Tzvetanka Pavlova",BUL,Silver
19983,1992,"NIKOULINE, Igor",EUN,Bronze
19984,1992,"ABDUVALIEV, Andrey",EUN,Gold
19985,1992,"ASTAPKOVICH, Igor",EUN,Silver
19986,1992,"BRAUN, Sabine",GER,Bronze
19987,1992,"JOYNER-KERSEE, Jackie",USA,Gold
19988,1992,"BELOVA, Irina",EUN,Silver
19989,1992,"CONWAY, Hollis",USA,Bronze
19990,1992,"FORSYTH, Timothy",AUS,Bronze
19991,1992,"PARTYKA, Artur",POL,Bronze
19992,1992,"SOTOMAYOR, Javier",CUB,Gold
19993,1992,"SJÖBERG, Patrick",SWE,Silver
19994,1992,"QUINTERO, Joanet",CUB,Bronze
19995,1992,"HENKEL, Heike",GER,Gold
19996,1992,"ASTAFEI, Galina",ROU,Silver
19997,1992,"BACKLEY, Steve",GBR,Bronze
19998,1992,"ZELEZNY, Jan",TCH,Gold
19999,1992,"RATY, Seppo Henrik",FIN,Silver
20000,1992,"FORKEL, Karen",GER,Bronze
20001,1992,"RENK, Silke",GER,Gold
20002,1992,"SHIKOLENKO, Natalia",EUN,Silver
20003,1992,"GREENE, Joe",USA,Bronze
20004,1992,"LEWIS, Carl",USA,Gold
20005,1992,"POWELL, Michael Anthony",USA,Silver
20006,1992,"JOYNER-KERSEE, Jackie",USA,Bronze
20007,1992,"DRECHSLER, Heike",GER,Gold
20008,1992,"KRAVETS, Inessa",EUN,Silver
20009,1992,"FREIGANG, Stephan Timo",GER,Bronze
20010,1992,"HWANG, Young-Cho",KOR,Gold
20011,1992,"MORISHITA, Koichi",JPN,Silver
20012,1992,"MOLLER, Lorraine Mary",NZL,Bronze
20013,1992,"YEGOROVA, Valentina",EUN,Gold
20014,1992,"ARIMORI, Yuko",JPN,Silver
20015,1992,"GARCIA CHICO, Javier",ESP,Bronze
20016,1992,"TARASOV, Maksim",EUN,Gold
20017,1992,"TRANDENKOV, Igor",EUN,Silver
20018,1992,"LYKHO, Viatcheslav",EUN,Bronze
20019,1992,"STULCE, Michael D.",USA,Gold
20020,1992,"DOEHRING, James",USA,Silver
20021,1992,"NEIMKE, Kathrin",GER,Bronze
20022,1992,"KRIVELYOVA, Svetlana",EUN,Gold
20023,1992,"HUANG, Zhihong",CHN,Silver
20024,1992,"RUTHERFORD, Frank",BAH,Bronze
20025,1992,"CONLEY, Mike",USA,Gold
20026,1992,"SIMPKINS, Charles",USA,Silver
20027,1992,"LI, Yongbo",CHN,Bronze
20028,1992,"SIDEK, Rashid",MAS,Bronze
20029,1992,"SIDEK, Razif",MAS,Bronze
20030,1992,"TIAN, Bingyi",CHN,Bronze
20031,1992,"KIM, Moon-Soo",KOR,Gold
20032,1992,"PARK, Joo-Bong",KOR,Gold
20033,1992,"GUNAWAN, Rudy",INA,Silver
20034,1992,"HARTONO, Eddy",INA,Silver
20035,1992,"GIL, Young-Ah",KOR,Bronze
20036,1992,"LIN, Yanfen",CHN,Bronze
20037,1992,"SHIM, Eun-Jung",KOR,Bronze
20038,1992,"YAO, Fen",CHN,Bronze
20039,1992,"CHUNG, So-Young",KOR,Gold
20040,1992,"HWANG, Hae-Young",KOR,Gold
20041,1992,"GUAN, Weizhen",CHN,Silver
20042,1992,"NONG, Qunhua",CHN,Silver
20043,1992,"STUER-LAURIDSEN, Thomas",DEN,Bronze
20044,1992,"SUSANTO, Hermawan",INA,Bronze
20045,1992,"BUDI KUSUMA, Alan",INA,Gold
20046,1992,"WIRANATA, Ardy Bernardus",INA,Silver
20047,1992,"HUANG, Hua",CHN,Bronze
20048,1992,"TANG, Jiuhong",CHN,Bronze
20049,1992,"SUSANTI, Susi",INA,Gold
20050,1992,"BANG, Soo-Hyun",KOR,Silver
20051,1992,"ITO, Tomohito",JPN,Bronze
20052,1992,"KAWABATA, Shinichiro",JPN,Bronze
20053,1992,"KOHIYAMA, Masahito",JPN,Bronze
20054,1992,"KOJIMA, Hirotami",JPN,Bronze
20055,1992,"KOKUBO, Hiroki",JPN,Bronze
20056,1992,"MIWA, Takashi",JPN,Bronze
20057,1992,"NAKAMOTO, Hiroshi",JPN,Bronze
20058,1992,"NISHI, Masafumi",JPN,Bronze
20059,1992,"NISHIYAMA, Kazutaka",JPN,Bronze
20060,1992,"OSHIMA, Koichi",JPN,Bronze
20061,1992,"SAKAGUCHI, Hiroyuki",JPN,Bronze
20062,1992,"SATO, Shinichi",JPN,Bronze
20063,1992,"SATO, Yasuhiro",JPN,Bronze
20064,1992,"SUGIURA, Masanori",JPN,Bronze
20065,1992,"SUGIYAMA, Kento",JPN,Bronze
20066,1992,"TAKAMI, Yasunori",JPN,Bronze
20067,1992,"TOGO, Akihiro",JPN,Bronze
20068,1992,"TOKUNAGA, Koji",JPN,Bronze
20069,1992,"WAKABAYASHI, Shigeki",JPN,Bronze
20070,1992,"WATANABE, Katsumi",JPN,Bronze
20071,1992,"AJETE, Omar",CUB,Gold
20072,1992,"ARROJO AVILA, Rolando",CUB,Gold
20073,1992,"DELGADO DIEZ, Jose Raul",CUB,Gold
20074,1992,"DIAZ LOREN, Giorge",CUB,Gold
20075,1992,"ESTRADA, Jose Antonio",CUB,Gold
20076,1992,"FERNANDEZ RODRIGUEZ, Osvaldo",CUB,Gold
20077,1992,"GURRIEL DELGADO, Lourdes",CUB,Gold
20078,1992,"HERNANDEZ PEDROSO, Orlando",CUB,Gold
20079,1992,"HERNANDEZ, Alberto",CUB,Gold
20080,1992,"KINDELAN, Orestes",CUB,Gold
20081,1992,"LINARES, Omar",CUB,Gold
20082,1992,"MESA FRESNEDA, German",CUB,Gold
20083,1992,"MESA MARTINEZ, Victor",CUB,Gold
20084,1992,"PACHECO, Antonio",CUB,Gold
20085,1992,"PADILLA, Juan",CUB,Gold
20086,1992,"PEREZ RONDON, Juan Carlos",CUB,Gold
20087,1992,"ULACIA, Luis",CUB,Gold
20088,1992,"URRUTIA QUIROGA, Ermidelio",CUB,Gold
20089,1992,"VALDES BERRIEL, Jorge Luis",CUB,Gold
20090,1992,"VARGAS, Lazaro",CUB,Gold
20091,1992,"CHANG, Cheng-Hsien",TPE,Silver
20092,1992,"CHANG, Wen-Chung",TPE,Silver
20093,1992,"CHANG, Yaw-Teing",TPE,Silver
20094,1992,"CHEN, Chi-Hsin",TPE,Silver
20095,1992,"CHEN, Wei-Chen",TPE,Silver
20096,1992,"CHIANG, Tai-Chuan",TPE,Silver
20097,1992,"HUANG, Chung-Yi",TPE,Silver
20098,1992,"HUANG, Wen-Po",TPE,Silver
20099,1992,"JONG, Yeu-Jeng",TPE,Silver
20100,1992,"KU, Kuo-Chian",TPE,Silver
20101,1992,"KUO LEE, Chien-Fu",TPE,Silver
