"Illinois,""M"",""0"",""89600"",""95012"""
"Illinois,""M"",""1"",""88445"",""91829"""
"Illinois,""M"",""2"",""88729"",""89547"""
"Illinois,""M"",""3"",""88868"",""90037"""
"Illinois,""M"",""4"",""91947"",""91111"""
"Illinois,""M"",""5"",""93894"",""89802"""
